"Life Regen","생명력 재생"
"Corpses you Spawn have {0}% increased Maximum Life","자신이 생성한 시체의 최대 생명력 {0}% 증가"
"Corpses you Spawn have {0}% reduced Maximum Life","자신이 생성한 시체의 최대 생명력 {0}% 감소"
"{0}% increased Maximum Life per Abyss Jewel affecting you","자신에게 영향을 주는 심연 주얼당 최대 생명력 {0}% 증가"
"{0}% reduced Maximum Life per Abyss Jewel affecting you","자신에게 영향을 주는 심연 주얼당 최대 생명력 {0}% 감소"
"Gain {0}% of Maximum Mana as Extra Maximum Energy Shield while affected by Clarity","명상의 영향을 받는 동안 최대 마나의 {0}%를 에너지 보호막 최대치로 추가 획득"
"{0}% increased Maximum Mana per Abyss Jewel affecting you","자신에게 영향을 주는 심연 주얼당 최대 마나 {0}% 증가"
"{0}% reduced Maximum Mana per Abyss Jewel affecting you","자신에게 영향을 주는 심연 주얼당 최대 마나 {0}% 감소"
"Strike Skills target {0} additional nearby Enemy","타격 스킬이 추가로 주변 적 {0}명을 추가 대상으로 삼음"
"{0}% increased Melee Damage during any Flask Effect","플라스크 효과를 받는 동안 근접 피해 {0}% 증가"
"{0}% reduced Melee Damage during any Flask Effect","플라스크 효과를 받는 동안 근접 피해 {0}% 감소"
"Melee Movement Skills have {0}% chance to Fortify on Hit","근접 이동 스킬의 명중 시 방어 상승 확률 {0}%"
"{0}% increased Melee Physical Damage per {1} Dexterity","민첩 {1}당 근접 물리 피해 {0}% 증가"
"{0}% increased Melee Physical Damage per {1} Strength while Fortified","방어 상승 상태에서 힘 {1}당 근접 물리 피해 {0}% 증가"
"{0}% reduced Melee Physical Damage per {1} Strength while Fortified","방어 상승 상태에서 힘 {1}당 근접 물리 피해 {0}% 감소"
"{0} to Melee Weapon range while Dual Wielding","쌍수 사용 시 근접 무기 범위 {0}"
"{0} to Melee range with Axes","도끼 사용 시 근접 범위 {0}"
"{0} to Melee range with Claws","클로 사용 시 근접 범위 {0}"
"{0} to Melee range with Daggers","단검 사용 시 근접 범위 {0}"
"{0} to Melee range with Maces and Sceptres","철퇴 및 셉터 사용 시 근접 범위 {0}"
"{0} to Melee range with One Handed Weapons","한손 무기 사용 시 근접 범위 {0}"
"{0} to Melee range with Staves","지팡이 사용 시 근접 범위 {0}"
"{0} to Melee range with Swords","검 사용 시 근접 범위 {0}"
"{0} to Melee range with Two Handed Weapons","양손 무기 사용 시 근접 범위 {0}"
"Melee Skills have {0}% increased Area of Effect","근접 스킬의 효과 범위 {0}% 증가"
"Melee Skills have {0}% reduced Area of Effect","근접 스킬의 효과 범위 {0}% 감소"
"{0} to Melee Weapon Range if you have Killed Recently","최근에 적을 처치한 경우 근접 무기 범위 {0}"
"{0} to Melee Weapon Range while at Maximum Frenzy Charges","최대 격분 충전 상태에서 근접 무기 범위 {0}"
"{0} to Melee Weapon Range while Fortified","방어 상승 상태에서 중 근접 무기 범위 {0}"
"Skills used by Mines deal {0}% increased Area Damage if you Detonated a Mine Recently","최근 4초 이내 지뢰를 폭발시켰을 경우 지뢰로 인해 사용된 스킬이 주는 범위 피해 {0}% 증가"
"Skills used by Mines have {0}% increased Area of Effect","지뢰로 인해 사용된 스킬의 효과 범위 {0}% 증가"
"Skills used by Mines have {0}% increased Area of Effect if you Detonated a Mine Recently","최근 4초 이내 지뢰를 폭발시켰을 경우 지뢰로 인해 사용된 스킬의 효과 범위 {0}% 증가"
"{0}% increased Effect of Auras from Mines","지뢰의 오라 효과 {0}% 증가"
"Mines have {0}% increased Detonation Speed","지뢰의 폭파 속도 {0}% 증가"
"Mines Hinder Enemies near them for {0} second when they Land, reducing Movement Speed by {1}%","지뢰 설치 시 주변의 적들을 이동 방해하여 {0}초 동안 이동 속도 {1}% 감소"
"Mines Hinder Enemies near them for {0} seconds when they Land, reducing Movement Speed by {1}%","지뢰 설치 시 주변의 적들을 이동 방해하여 {0}초 동안 이동 속도 {1}% 감소"
"Adds {0} to {1} Chaos Damage if you've dealt a Critical Strike Recently","최근에 치명타를 준 경우 {0}~{1}의 카오스 피해 추가"
"Adds {0} to {1} Chaos Damage for each Spider's Web on the Enemy","적에게 적용된 거미줄 하나당 {0}~{1}의 카오스 피해 추가"
"Adds {0} to {1} Cold Damage against Chilled Enemies","냉각된 적에게 {0}~{1}의 냉기 피해 추가"
"Adds {0} to {1} Cold Damage while affected by Hatred","증오의 영향을 받는 동안 {0}~{1}의 냉기 피해 추가"
"Adds {0} to {1} Cold Damage while you have Avian's Might","새의 힘을 보유하는 동안 {0}~{1}의 냉기 피해 추가"
"{0} to {1} Fire Damage per Endurance Charge","인내 충전 하나당 {0}~{1}의 화염 피해"
"Adds {0} to {1} Fire Damage to Hits with this Weapon against Blinded Enemies","이 무기로 실명된 적 타격 시 {0}~{1}의 화염 피해 추가"
"{0} to {1} Lightning Damage per Power Charge","권능 충전 하나당 {0}~{1}의 번개 피해"
"Adds {0} to {1} Lightning Damage for each Shocked Enemy you've Killed Recently","최근에 처치한 감전된 적 하나당 {0}~{1}의 번개 피해 추가"
"Adds {0} to {1} Lightning Damage to Spells per Power Charge","권능 충전 하나당 주문 시전 시 {0}~{1}의 번개 피해 추가"
"Adds {0} to {1} Lightning Damage while you have Avian's Might","새의 힘을 보유하는 동안 {0}~{1}의 번개 피해 추가"
"Adds {0} to {1} Physical Damage per Endurance Charge","인내 충전 하나당 {0}~{1}의 물리 피해 추가"
"Adds {0} to {1} Physical Damage against Poisoned Enemies","중독된 적에게 {0}~{1}의 물리 피해 추가"
"Adds {0} to {1} Cold Damage to Spells while no Life is Reserved","생명력이 점유되지 않은 상태에서 주문 시전 시 {0}~{1}의 냉기 피해 추가"
"Adds {0} to {1} Fire Damage to Spells while no Life is Reserved","생명력이 점유되지 않은 상태에서 주문 시전 시 {0}~{1}의 화염 피해 추가"
"Adds {0} to {1} Lightning Damage to Spells while no Life is Reserved","생명력이 점유되지 않은 상태에서 주문 시전 시 {0}~{1}의 번개 피해 추가"
"{0} to Minimum Endurance Charges while you have at least {1} Devotion","헌신이 {1} 이상인 경우 최소 인내 충전 {0}"
"{0} to Minimum Endurance Charges while on Low Life","낮은 생명력 상태에서 최소 인내 충전 {0}"
"{0} to Minimum Frenzy Charges while you have at least {1} Devotion","헌신이 {1} 이상인 경우 최소 격분 충전 {0}"
"{0} to Minimum Power Charges while you have at least {1} Devotion","헌신이 {1} 이상인 경우 최소 권능 충전 {0}"
"{0} to Minimum Power Charges while on Low Life","낮은 생명력 상태에서 최소 권능 충전 {0}"
"{0}% increased Minion Accuracy Rating","소환수 정확도 {0}% 증가"
"{0}% reduced Minion Accuracy Rating","소환수 정확도 {0}% 감소"
"Minions have {0}% increased Attack and Cast Speed if you or your Minions have Killed Recently","자신이나 소환수가 최근에 적을 처치한 경우 소환수의 공격 및 시전 속도 {0}% 증가"
"Minions have {0}% reduced Attack and Cast Speed if you or your Minions have Killed Recently","자신이나 소환수가 최근에 적을 처치한 경우 소환수의 공격 및 시전 속도 {0}% 감소"
"{0}% increased Minion Attack and Cast Speed per {1} Devotion","헌신 {1}당 소환수 공격 및 시전 속도 {0}% 증가"
"{0}% reduced Minion Attack and Cast Speed per {1} Devotion","헌신 {1}당 소환수 공격 및 시전 속도 {0}% 감소"
"{0}% increased Minion Attack Speed per {1} Dexterity","민첩 {1}당 소환수 공격 속도 {0}% 증가"
"{0}% reduced Minion Attack Speed per {1} Dexterity","민첩 {1}당 소환수 공격 속도 {0}% 감소"
"Minions have {0}% chance to Blind on Hit with Attacks","소환수의 공격 명중 시 실명 확률 {0}%"
"Minions Blind on Hit with Attacks","소환수 공격 명중 시 실명"
"Minions have {0}% chance to deal Double Damage","소환수가 {0}%의 확률로 2배의 피해를 줌"
"Minions deal {0}% increased Damage against Abyssal Monsters","소환수가 심연 몬스터에게 주는 피해 {0}% 증가"
"Minions deal {0}% reduced Damage against Abyssal Monsters","소환수가 심연 몬스터에게 주는 피해 {0}% 감소"
"{0}% chance to gain a Rampage Kill when Minion hits a Unique Enemy","소환수가 고유 적 타격 시 {0}%의 확률로 광란 처치 1회 획득"
"Gain a Rampage Kill when Minion hits a Unique Enemy","소환수가 고유 적 처치 시 광란 처치 획득"
"Minions Leech {0}% of Damage as Life against Poisoned Enemies","소환수가 중독된 적에게 주는 피해의 {0}%를 생명력으로 흡수"
"Minions Regenerate {0} Life per second","소환수가 초당 {0} 생명력 재생"
"Minions gain {0}% of Maximum Life as Extra Maximum Energy Shield","소환수가 최대 생명력의 {0}%를 에너지 보호막 최대치로 추가 획득"
"{0}% increased Minion Movement Speed per {1} Dexterity","민첩 {1}당 소환수 이동 속도 {0}% 증가"
"{0}% reduced Minion Movement Speed per {1} Dexterity","민첩 {1}당 소환수 이동 속도 {0}% 감소"
"Summoned Raging Spirits have {0}% increased maximum Life","소환된 격노의 유령의 최대 생명력 {0}% 증가"
"Summoned Raging Spirits have {0}% reduced maximum Life","소환된 격노의 유령의 최대 생명력 {0}% 감소"
"Summoned Raging Spirits take {0}% of their Maximum Life per second as Chaos Damage","소환된 격노의 유령이 최대 생명력의 {0}%를 초당 카오스 피해로 받음"
"{0}% increased Mana Cost of Minion Skills","소환수 스킬의 마나 소모 {0}% 증가"
"{0}% reduced Mana Cost of Minion Skills","소환수 스킬의 마나 소모 {0}% 감소"
"Minions cannot Taunt Enemies","소환수가 적을 도발할 수 없음"
"Minions have {0}% chance to Intimidate Enemies for {1} seconds on Hit","소환수가 적 명중 시 {1}초 동안 적을 위협할 확률 {0}%"
"Half of your Strength is added to your Minions","자신의 힘 절반을 소환수에게 추가"
"Minions' Hits can only Kill Ignited Enemies","소환수 타격으로 점화된 적만 처치 가능"
"Minions Recover {0}% of their Life when you Focus","자신이 집중하는 동안 소환수가 생명력의 {0}% 회복"
"Molten Shell has {0}% increased Skill Effect Duration","용암 방패의 스킬 효과 지속시간 {0}% 증가"
"Molten Shell has {0}% reduced Skill Effect Duration","용암 방패의 스킬 효과 지속시간 {0}% 감소"
"Movement Attack Skills have {0}% increased Attack Speed","이동 공격 스킬의 공격 속도 {0}% 증가"
"Movement Attack Skills have {0}% reduced Attack Speed","이동 공격 스킬의 공격 속도 {0}% 감소"
"{0}% increased Cooldown Recovery Speed of Movement Skills","이동 스킬의 재사용 대기시간 회복 속도 {0}% 증가"
"{0}% reduced Cooldown Recovery Speed of Movement Skills","이동 스킬의 재사용 대기시간 회복 속도 {0}% 감소"
"{0}% increased cooldown recovery speed of Movement Skills used while affected by Haste","가속의 영향을 받는 동안 사용한 이동 스킬의 재사용 대기시간 회복 속도 {0}% 증가"
"{0}% reduced cooldown recovery speed of Movement Skills used while affected by Haste","가속의 영향을 받는 동안 사용한 이동 스킬의 재사용 대기시간 회복 속도 {0}% 감소"
"Movement Skills deal no Physical Damage","이동 스킬이 주는 물리 피해 없음"
"{0}% increased Movement Speed if you've thrown a Trap or Mine Recently","최근 4초 이내 덫이나 지뢰를 투척한 경우, 이동 속도 {0}% 증가"
"{0}% increased Movement Speed if you've Hit an Enemy Recently","최근 4초 이내 적 명중 시 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed if you've Hit an Enemy Recently","최근에 적을 타격한 경우 이동 속도 {0}% 감소"
"{0}% increased Movement Speed if you haven't taken Damage Recently","최근에 피해를 받은 경우 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed if you haven't taken Damage Recently","최근에 피해를 받은 경우 이동 속도 {0}% 감소"
"{0}% increased Movement Speed if you have used a Vaal Skill Recently","최근에 바알 스킬을 사용한 경우 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed if you have used a Vaal Skill Recently","최근에 바알 스킬을 사용한 경우 이동 속도 {0}% 감소"
"{0}% increased Movement Speed per Chest opened Recently","최근에 개봉한 상자 하나당 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed per Chest opened Recently","최근에 개봉한 상자 하나당 이동 속도 {0}% 감소"
"{0}% increased Movement Speed per Endurance Charge","인내 충전 하나당 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed per Endurance Charge","인내 충전 하나당 이동 속도 {0}% 감소"
"{0}% increased Movement Speed per Power Charge","권능 충전 하나당 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed per Power Charge","권능 충전 하나당 이동 속도 {0}% 감소"
"{0}% increased Movement Speed while affected by Grace","은총의 영향을 받는 동안 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed while affected by Grace","은총의 영향을 받는 동안 이동 속도 {0}% 감소"
"{0}% increased Movement Speed while Bleeding","출혈 상태에서 이동 속도 {0}% 증가"
"{0}% reduced Movement Speed while Bleeding","출혈 상태에서 이동 속도 {0}% 감소"
"{0}% increased Movement speed while on Burning, Chilled or Shocked ground","용암 지대, 얼음 지대, 감전 지대에 있는 동안 이동 속도 {0}% 증가"
"{0}% reduced Movement speed while on Burning, Chilled or Shocked ground","용암 지대, 얼음 지대, 감전 지대에 있는 동안 이동 속도 {0}% 감소"
"{0}% increased Movement Speed while on Burning Ground","용암 지대에 있는 동안 이동 속도 {0}% 증가"
